MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
DOUTOR MAURICIO CARDOSO,RS,158.0,176.0,166.0,185.0,505.0,497.0,562.0,756.0,678.0,445.0,252.0,4380.0,-54.3665204422062,-27.4863812783522
DOUTOR RICARDO,RS,82.0,89.0,82.0,92.0,277.0,267.0,252.0,303.0,249.0,178.0,96.0,1967.0,-51.9766088695325,-29.092432665654
ELDORADO DO SUL,RS,3309.0,3205.0,2813.0,3064.0,7296.0,6414.0,5542.0,4774.0,3591.0,1787.0,695.0,42490.0,-51.4987975115798,-30.0783001100082
ENCANTADO,RS,1178.0,1230.0,1193.0,1286.0,3246.0,3479.0,3138.0,3126.0,2692.0,1611.0,868.0,23047.0,-51.9216415594224,-29.2134698796928
ENCRUZILHADA DO SUL,RS,1669.0,1676.0,1493.0,1680.0,3904.0,3420.0,3323.0,3524.0,2744.0,1688.0,918.0,26039.0,-52.6721297787891,-30.629845854602
ENGENHO VELHO,RS,72.0,74.0,65.0,64.0,149.0,137.0,100.0,105.0,92.0,48.0,26.0,932.0,-52.9086969432811,-27.6848292263172
ENTRE-IJUIS,RS,463.0,492.0,425.0,393.0,1008.0,1035.0,1105.0,1251.0,1149.0,684.0,345.0,8350.0,-54.3017894489211,-28.4601323152329
ENTRE RIOS DO SUL,RS,146.0,156.0,129.0,117.0,347.0,300.0,306.0,430.0,372.0,271.0,150.0,2724.0,-52.7268321178959,-27.5190383363846
EREBANGO,RS,174.0,183.0,167.0,181.0,467.0,402.0,373.0,409.0,319.0,200.0,103.0,2978.0,-52.318167477231,-27.8292272010508
ERECHIM,RS,6040.0,6076.0,5993.0,6880.0,15972.0,17127.0,15363.0,13753.0,10878.0,6050.0,3236.0,107368.0,-52.2578153292347,-27.6432725138644
ERNESTINA,RS,184.0,190.0,165.0,181.0,424.0,446.0,426.0,460.0,390.0,203.0,102.0,3171.0,-52.5544408210165,-28.4209784214666
HERVAL,RS,504.0,486.0,417.0,393.0,914.0,858.0,849.0,837.0,751.0,502.0,296.0,6807.0,-53.4013541484729,-32.0214513490096
ERVAL GRANDE,RS,246.0,260.0,232.0,227.0,604.0,656.0,607.0,705.0,605.0,414.0,224.0,4780.0,-52.5808767734107,-27.3514040469792
ERVAL SECO,RS,436.0,434.0,368.0,366.0,876.0,893.0,850.0,928.0,841.0,469.0,236.0,6697.0,-53.5198542335915,-27.5132995338347
ESMERALDA,RS,194.0,191.0,169.0,214.0,471.0,456.0,428.0,440.0,367.0,230.0,131.0,3291.0,-51.1701723214282,-28.0375838617879
ESPERANCA DO SUL,RS,147.0,152.0,115.0,104.0,318.0,356.0,339.0,481.0,429.0,273.0,132.0,2846.0,-54.0089234282263,-27.3283718901274
ESPUMOSO,RS,887.0,913.0,877.0,961.0,2088.0,2276.0,2020.0,2076.0,1825.0,1097.0,574.0,15594.0,-52.8270981103257,-28.8641511101303
ESTACAO,,302.0,315.0,300.0,338.0,820.0,847.0,801.0,855.0,703.0,415.0,228.0,5924.0,,
ESTANCIA VELHA,RS,3153.0,3192.0,3010.0,3437.0,8484.0,8259.0,7053.0,6848.0,4728.0,2227.0,901.0,51292.0,-51.1883165598777,-29.6477544817718
ESTEIO,RS,5185.0,5218.0,5025.0,5689.0,12434.0,12736.0,10993.0,10099.0,8917.0,4960.0,2096.0,83352.0,-51.176726159569,-29.8517353103864
ESTRELA,RS,1925.0,1966.0,1905.0,2139.0,5038.0,5728.0,4675.0,4419.0,3746.0,2004.0,1124.0,34669.0,-51.9199412935296,-29.5091059686273
ESTRELA VELHA,RS,224.0,223.0,198.0,234.0,516.0,549.0,547.0,482.0,389.0,207.0,77.0,3646.0,-53.1785681590978,-29.2240885125452
EUGENIO DE CASTRO,RS,95.0,103.0,91.0,100.0,265.0,254.0,304.0,385.0,358.0,236.0,119.0,2310.0,-54.2442586174463,-28.5659193975797
FAGUNDES VARELA,RS,127.0,131.0,129.0,148.0,326.0,358.0,393.0,406.0,380.0,219.0,133.0,2750.0,-51.7174414332095,-28.8865867947661
FARROUPILHA,RS,4190.0,4236.0,4204.0,4833.0,11751.0,12152.0,10265.0,9936.0,7116.0,3431.0,1644.0,73758.0,-51.3662651244564,-29.2100579277202
FAXINAL DO SOTURNO,RS,336.0,348.0,325.0,360.0,870.0,961.0,893.0,917.0,819.0,520.0,302.0,6651.0,-53.4629587222387,-29.5578752343257
FAXINALZINHO,RS,115.0,122.0,97.0,119.0,321.0,280.0,291.0,362.0,268.0,198.0,83.0,2256.0,-52.6760309175583,-27.3753547486615
FAZENDA VILANOVA,RS,365.0,367.0,331.0,304.0,705.0,643.0,607.0,563.0,440.0,249.0,106.0,4680.0,-51.8385551760317,-29.5890372834963
FELIZ,RS,637.0,671.0,655.0,812.0,2020.0,2376.0,1875.0,1982.0,1506.0,784.0,410.0,13728.0,-51.285149329454,-29.4555115572019
FLORES DA CUNHA,RS,1638.0,1698.0,1687.0,2015.0,4526.0,5062.0,4284.0,4364.0,3478.0,1785.0,815.0,31352.0,-51.2214389203611,-29.0314766313595
FLORIANO PEIXOTO,RS,57.0,63.0,57.0,60.0,211.0,212.0,231.0,288.0,276.0,176.0,78.0,1709.0,-52.0452020223614,-27.8581574477802
FONTOURA XAVIER,RS,677.0,674.0,546.0,597.0,1478.0,1411.0,1422.0,1363.0,1080.0,648.0,285.0,10181.0,-52.3778379628188,-29.0085124896803
FORMIGUEIRO,RS,319.0,353.0,326.0,320.0,780.0,817.0,785.0,977.0,944.0,603.0,345.0,6569.0,-53.5064831466514,-29.9762136670909
FORQUETINHA,RS,78.0,81.0,75.0,85.0,254.0,302.0,342.0,385.0,401.0,254.0,132.0,2389.0,-52.1260366146361,-29.3887464659165
FORTALEZA DOS VALOS,RS,207.0,218.0,197.0,236.0,631.0,552.0,562.0,676.0,519.0,307.0,147.0,4252.0,-53.2753754212462,-28.8951641966702
FREDERICO WESTPHALEN,RS,1862.0,1890.0,1851.0,1983.0,4837.0,5096.0,4059.0,3954.0,3298.0,1931.0,914.0,31675.0,-53.3597472320745,-27.3403886361848
GARIBALDI,RS,1708.0,1749.0,1749.0,2150.0,5156.0,6070.0,5162.0,4811.0,4080.0,2096.0,1063.0,35794.0,-51.581640870173,-29.2416914363734
GARRUCHOS,RS,172.0,168.0,141.0,132.0,384.0,355.0,397.0,441.0,364.0,201.0,96.0,2851.0,-55.5382757095667,-28.2339534526701
GAURAMA,RS,229.0,242.0,224.0,253.0,656.0,705.0,706.0,889.0,768.0,484.0,291.0,5447.0,-52.1156498909743,-27.598686859275
GENERAL CAMARA,RS,513.0,544.0,480.0,456.0,1118.0,1049.0,1015.0,1212.0,1025.0,629.0,298.0,8339.0,-51.916423367345,-29.8653164188807
GENTIL,RS,86.0,92.0,91.0,105.0,198.0,252.0,236.0,222.0,184.0,106.0,47.0,1619.0,-52.0395245702166,-28.3864379671228
GETULIO VARGAS,RS,788.0,808.0,762.0,852.0,2217.0,2390.0,2167.0,2333.0,1951.0,1210.0,680.0,16158.0,-52.1802858004883,-27.8525551470615
GIRUA,RS,802.0,839.0,749.0,794.0,2062.0,2054.0,2057.0,2247.0,2116.0,1335.0,674.0,15729.0,-54.2990839841607,-28.0300408558914
GLORINHA,RS,526.0,531.0,474.0,483.0,1342.0,1177.0,1106.0,1086.0,857.0,503.0,219.0,8304.0,-50.7706975110242,-29.8866385775714
GRAMADO,RS,2231.0,2243.0,2111.0,2458.0,5580.0,5648.0,5267.0,4847.0,3602.0,1947.0,930.0,36864.0,-50.8975463217884,-29.3859075213561
GRAMADO DOS LOUREIROS,RS,120.0,120.0,102.0,101.0,246.0,263.0,242.0,344.0,284.0,146.0,68.0,2036.0,-52.9149121369599,-27.4456730304295
GRAMADO XAVIER,RS,389.0,381.0,320.0,323.0,726.0,639.0,567.0,489.0,310.0,164.0,70.0,4378.0,-52.6007448529731,-29.2889873563429
GRAVATAI,RS,19921.0,19430.0,17878.0,20479.0,45626.0,44815.0,38462.0,32372.0,27362.0,13956.0,5263.0,285564.0,-50.9474646867545,-29.8907886328627
GUABIJU,RS,51.0,57.0,55.0,49.0,174.0,197.0,167.0,220.0,272.0,154.0,82.0,1478.0,-51.6604883156365,-28.5780748911023
GUAIBA,SP,6340.0,6260.0,5797.0,6737.0,15351.0,15003.0,13076.0,12011.0,10311.0,5287.0,2158.0,98331.0,-48.226452463438,-21.3959296058611
GUAPORE,PR,1444.0,1464.0,1414.0,1568.0,4024.0,4214.0,3665.0,3383.0,2715.0,1506.0,802.0,26199.0,-52.8264707188811,-23.3248822092375
GUARANI DAS MISSOES,RS,336.0,346.0,313.0,358.0,916.0,941.0,978.0,1159.0,1076.0,647.0,323.0,7393.0,-54.5865489053689,-28.1679346482681
HARMONIA,RS,252.0,267.0,257.0,309.0,796.0,748.0,664.0,690.0,538.0,281.0,165.0,4967.0,-51.4234384440699,-29.5457546462042
HERVEIRAS,RS,233.0,222.0,190.0,190.0,497.0,436.0,404.0,357.0,268.0,150.0,72.0,3019.0,-52.6694514620124,-29.4415251535646
HORIZONTINA,RS,1091.0,1125.0,1093.0,1137.0,2617.0,2918.0,2770.0,2599.0,2215.0,1281.0,600.0,19446.0,-54.2988804576976,-27.5902694667748
HULHA NEGRA,RS,620.0,583.0,499.0,497.0,1094.0,978.0,868.0,790.0,583.0,264.0,118.0,6894.0,-53.8894796343412,-31.4477604704896
HUMAITA,AM,231.0,250.0,227.0,223.0,562.0,636.0,602.0,724.0,667.0,394.0,196.0,4712.0,-62.4854224361573,-7.36231537512259
HUMAITA,RS,231.0,250.0,227.0,223.0,562.0,636.0,602.0,724.0,667.0,394.0,196.0,4712.0,-53.9795471692826,-27.5741390862716
IBARAMA,RS,332.0,321.0,291.0,309.0,631.0,692.0,560.0,475.0,419.0,253.0,110.0,4393.0,-53.1669974407065,-29.4191823769036
IBIACA,PB,167.0,180.0,171.0,236.0,579.0,629.0,535.0,793.0,714.0,451.0,235.0,4690.0,-38.4043848739392,-7.49285651313009
IBIRAIARAS,RS,375.0,391.0,361.0,443.0,1009.0,1004.0,910.0,1005.0,911.0,596.0,262.0,7267.0,-51.6295920388237,-28.381887944591
IBIRAPUITA,RS,250.0,252.0,215.0,215.0,592.0,587.0,512.0,506.0,449.0,273.0,137.0,3988.0,-52.4423558760701,-28.6257810090355
IBIRUBA,PE,1156.0,1175.0,1142.0,1185.0,2774.0,3148.0,2763.0,2652.0,2322.0,1397.0,760.0,20474.0,-36.2013741689892,-8.61341877215069
IGREJINHA,RS,2572.0,2582.0,2459.0,2795.0,6323.0,6067.0,5200.0,4635.0,2988.0,1470.0,663.0,37754.0,-50.7944333793006,-29.5604608025362
IJUI,,4724.0,4824.0,4596.0,5097.0,11985.0,12801.0,11467.0,10908.0,9257.0,5458.0,2924.0,84041.0,,
ILOPOLIS,RS,183.0,184.0,163.0,193.0,533.0,591.0,525.0,549.0,588.0,360.0,185.0,4054.0,-52.1312219917526,-28.9310329311328
IMBE,,1584.0,1532.0,1324.0,1402.0,3064.0,3028.0,2959.0,3236.0,3111.0,1778.0,703.0,23721.0,,
IMIGRANTE,RS,149.0,159.0,154.0,171.0,364.0,450.0,425.0,401.0,381.0,282.0,167.0,3103.0,-51.7754527262456,-29.3457450513716
INDEPENDENCIA,CE,312.0,327.0,286.0,285.0,771.0,718.0,772.0,869.0,864.0,548.0,302.0,6054.0,-40.3418117995882,-5.4744745081849
INDEPENDENCIA,RS,312.0,327.0,286.0,285.0,771.0,718.0,772.0,869.0,864.0,548.0,302.0,6054.0,-54.180432576519,-27.9015221889748
INHACORA,RS,131.0,135.0,113.0,112.0,314.0,307.0,266.0,370.0,254.0,141.0,64.0,2207.0,-54.0302714352836,-27.9027078919609
IPE,,352.0,382.0,352.0,349.0,1004.0,1016.0,843.0,888.0,753.0,521.0,276.0,6736.0,,
IPIRANGA DO SUL,RS,64.0,77.0,79.0,78.0,206.0,251.0,255.0,340.0,252.0,179.0,90.0,1871.0,-52.4181858760609,-27.9312568812908
IRAI,PR,411.0,420.0,370.0,398.0,882.0,917.0,869.0,994.0,913.0,591.0,281.0,7046.0,-50.8255428994325,-25.4885149719619
IRAI,SC,411.0,420.0,370.0,398.0,882.0,917.0,869.0,994.0,913.0,591.0,281.0,7046.0,-52.8901703748688,-26.6276487214048
ITAARA,RS,367.0,355.0,321.0,323.0,799.0,752.0,788.0,782.0,609.0,325.0,152.0,5573.0,-53.7619115963684,-29.5768928203507
ITACURUBI,RS,223.0,227.0,195.0,203.0,459.0,439.0,433.0,503.0,415.0,247.0,112.0,3456.0,-55.2673931455155,-28.8100264735758
ITAPUCA,RS,110.0,108.0,88.0,118.0,296.0,268.0,275.0,311.0,250.0,136.0,77.0,2037.0,-52.1954276177187,-28.7759503280791
ITAQUI,RS,2767.0,2748.0,2472.0,2601.0,5817.0,5298.0,4759.0,4620.0,3631.0,1823.0,827.0,37363.0,-56.1753019759312,-29.2139758369914
ITATI,RS,120.0,116.0,94.0,127.0,301.0,288.0,317.0,426.0,311.0,179.0,98.0,2377.0,-50.163676170889,-29.4611104976608
ITATIBA DO SUL,RS,140.0,147.0,122.0,118.0,373.0,366.0,364.0,545.0,512.0,306.0,150.0,3143.0,-52.4775402692555,-27.3562647839117
IVORA,RS,94.0,100.0,94.0,78.0,198.0,248.0,240.0,254.0,278.0,183.0,87.0,1854.0,-53.5837161209874,-29.5136220765692
IVOTI,RS,1342.0,1382.0,1349.0,1590.0,3681.0,4091.0,3722.0,3561.0,2596.0,1203.0,551.0,25068.0,-51.1570412473493,-29.5806647190696
JABOTICABA,RS,238.0,239.0,201.0,183.0,477.0,443.0,511.0,556.0,483.0,281.0,126.0,3738.0,-53.2642375594219,-27.6296905810849
JACUIZINHO,RS,160.0,163.0,137.0,149.0,393.0,376.0,396.0,377.0,307.0,174.0,86.0,2718.0,-53.0140748252702,-29.0354332620964
JACUTINGA,MG,154.0,171.0,160.0,142.0,468.0,468.0,416.0,526.0,518.0,337.0,172.0,3532.0,-46.6009710447275,-22.2877516225923
JACUTINGA,RS,154.0,171.0,160.0,142.0,468.0,468.0,416.0,526.0,518.0,337.0,172.0,3532.0,-52.546980698983,-27.7868812709954
JAGUARAO,RS,1544.0,1547.0,1414.0,1590.0,3587.0,3473.0,3421.0,3610.0,3015.0,2024.0,1102.0,26327.0,-53.3358684372798,-32.4104036335951
JAGUARI,RS,422.0,453.0,415.0,454.0,1365.0,1451.0,1436.0,1680.0,1449.0,964.0,595.0,10684.0,-54.6488351988543,-29.4586356856076
JAQUIRANA,RS,278.0,266.0,206.0,202.0,460.0,412.0,479.0,504.0,439.0,245.0,120.0,3611.0,-50.3613972813115,-28.9483908949115
JARI,RS,201.0,200.0,170.0,168.0,481.0,481.0,522.0,486.0,412.0,237.0,114.0,3472.0,-54.2983767728949,-29.292060954111
JOIA,,532.0,531.0,451.0,512.0,1224.0,1087.0,1148.0,1212.0,1003.0,576.0,295.0,8571.0,,
JULIO DE CASTILHOS,RS,1294.0,1297.0,1166.0,1158.0,2703.0,2704.0,2331.0,2514.0,2149.0,1245.0,598.0,19159.0,-53.6521715569361,-29.2583353806665
LAGOA BONITA DO SUL,RS,209.0,214.0,192.0,188.0,427.0,423.0,397.0,379.0,248.0,170.0,92.0,2939.0,-53.0422128886544,-29.5027421780785
LAGOAO,PB,496.0,494.0,407.0,401.0,1022.0,861.0,908.0,859.0,545.0,325.0,151.0,6469.0,-37.8872624358044,-6.58863412104458
LAGOA DOS TRES CANTOS,RS,56.0,59.0,56.0,79.0,179.0,210.0,211.0,259.0,250.0,154.0,91.0,1604.0,-52.8343155370401,-28.5708789134895
LAGOA VERMELHA,RS,1649.0,1675.0,1528.0,1664.0,4051.0,3829.0,3661.0,3779.0,3064.0,1865.0,986.0,27751.0,-51.5016910813678,-28.2271646861209
LAJEADO,TO,5074.0,5075.0,5014.0,5614.0,13176.0,14667.0,12204.0,10583.0,8258.0,4267.0,2073.0,86005.0,-48.2900284339888,-9.84863120258082
LAJEADO,RS,5074.0,5075.0,5014.0,5614.0,13176.0,14667.0,12204.0,10583.0,8258.0,4267.0,2073.0,86005.0,-52.0075254743784,-29.4435529000386
LAJEADO DO BUGRE,RS,219.0,217.0,175.0,153.0,353.0,344.0,339.0,309.0,240.0,151.0,69.0,2569.0,-53.2060250832515,-27.7032330418665
LAVRAS DO SUL,RS,477.0,486.0,436.0,463.0,1037.0,967.0,979.0,1025.0,815.0,455.0,270.0,7410.0,-54.1536516037527,-30.7722443738236
LIBERATO SALZANO,RS,263.0,268.0,224.0,252.0,664.0,715.0,635.0,760.0,676.0,424.0,206.0,5087.0,-53.0638569566909,-27.5495256670013
LINDOLFO COLLOR,RS,461.0,437.0,417.0,512.0,982.0,955.0,933.0,746.0,497.0,182.0,71.0,6193.0,-51.2196784892579,-29.5829781155705
LINHA NOVA,RS,84.0,86.0,77.0,93.0,211.0,226.0,245.0,278.0,205.0,143.0,76.0,1724.0,-51.2156719556823,-29.4598027443416
MACHADINHO,RS,338.0,333.0,281.0,299.0,715.0,734.0,666.0,706.0,669.0,450.0,220.0,5411.0,-51.6739746382776,-27.5870674452276
MACAMBARA,SE,340.0,339.0,270.0,269.0,748.0,622.0,604.0,636.0,408.0,220.0,83.0,4539.0,-37.5969466770778,-10.6598227092209
MAMPITUBA,RS,199.0,197.0,172.0,178.0,401.0,418.0,382.0,477.0,318.0,159.0,64.0,2965.0,-50.0023092758645,-29.2623308758795
MANOEL VIANA,RS,449.0,454.0,390.0,395.0,1041.0,951.0,950.0,1028.0,874.0,512.0,271.0,7315.0,-55.5569784855309,-29.4283006975772
MAQUINE,RS,371.0,387.0,332.0,376.0,926.0,835.0,885.0,1079.0,825.0,486.0,245.0,6747.0,-50.2092203218463,-29.6336972932415
MARATA,RS,103.0,106.0,92.0,132.0,399.0,341.0,385.0,462.0,337.0,227.0,129.0,2713.0,-51.5499732468269,-29.5481147392393
MARAU,RS,2831.0,2829.0,2820.0,3375.0,7456.0,7648.0,6431.0,5242.0,3855.0,2104.0,932.0,45523.0,-52.2687720173136,-28.4553740981924
MARCELINO RAMOS,RS,200.0,211.0,188.0,195.0,538.0,549.0,525.0,645.0,578.0,391.0,219.0,4239.0,-51.9507840212494,-27.4785722073836
MARIANA PIMENTEL,RS,200.0,207.0,186.0,202.0,507.0,513.0,505.0,539.0,527.0,341.0,165.0,3892.0,-51.5841517325513,-30.3142458212532
MARIANO MORO,RS,82.0,92.0,86.0,86.0,234.0,246.0,266.0,348.0,303.0,164.0,80.0,1987.0,-52.1685791245501,-27.3426226361143
MARQUES DE SOUZA,RS,176.0,194.0,189.0,185.0,476.0,552.0,518.0,555.0,547.0,387.0,202.0,3981.0,-52.1487212970536,-29.2898002693217
MATA,RS,244.0,254.0,223.0,222.0,642.0,603.0,654.0,716.0,579.0,413.0,210.0,4760.0,-54.4687114711651,-29.5389655365372
MATO CASTELHANO,RS,158.0,168.0,154.0,145.0,330.0,380.0,360.0,341.0,251.0,176.0,80.0,2543.0,-52.1982842312167,-28.2782845729844
MATO LEITAO,RS,233.0,242.0,230.0,282.0,634.0,688.0,685.0,703.0,488.0,292.0,150.0,4627.0,-52.1355054138149,-29.5246471120692
MATO QUEIMADO,RS,92.0,94.0,79.0,74.0,180.0,183.0,223.0,223.0,207.0,170.0,86.0,1611.0,-54.6557560071738,-28.2437962329081
MAXIMILIANO DE ALMEIDA,RS,216.0,225.0,187.0,188.0,566.0,537.0,525.0,644.0,584.0,369.0,213.0,4254.0,-51.8153941334477,-27.6038826606831
MINAS DO LEAO,RS,564.0,567.0,499.0,540.0,1227.0,1175.0,1003.0,1042.0,842.0,464.0,207.0,8130.0,-52.0778877745505,-30.0746354152197
MIRAGUAI,RS,301.0,306.0,255.0,259.0,694.0,694.0,585.0,665.0,607.0,343.0,190.0,4899.0,-53.7460305860036,-27.4907620890253
MONTAURI,RS,52.0,57.0,51.0,52.0,153.0,194.0,167.0,226.0,231.0,163.0,84.0,1430.0,-52.0502066000131,-28.6698561092419
MONTE ALEGRE DOS CAMPOS,RS,208.0,207.0,167.0,187.0,484.0,375.0,411.0,494.0,377.0,216.0,111.0,3237.0,-50.805051828304,-28.7002202407145
MONTE BELO DO SUL,RS,84.0,91.0,90.0,111.0,285.0,369.0,313.0,368.0,390.0,260.0,153.0,2514.0,-51.6535018137979,-29.1398698042392
MONTENEGRO,RS,4425.0,4385.0,4137.0,4414.0,10161.0,10720.0,8905.0,7889.0,6347.0,3195.0,1579.0,66157.0,-51.5028603453514,-29.7103708529102
MORMACO,RS,209.0,209.0,182.0,187.0,428.0,453.0,411.0,422.0,321.0,209.0,108.0,3139.0,-52.6619211336063,-28.6938710912865
MORRINHOS DO SUL,RS,106.0,116.0,106.0,133.0,386.0,431.0,410.0,517.0,399.0,200.0,87.0,2891.0,-49.9542577174892,-29.3379447703616
MORRO REDONDO,RS,311.0,324.0,297.0,342.0,842.0,907.0,886.0,942.0,855.0,590.0,313.0,6609.0,-52.637851671112,-31.637215958512
MORRO REUTER,RS,276.0,293.0,282.0,356.0,932.0,1005.0,991.0,1039.0,766.0,415.0,215.0,6570.0,-51.0551255247154,-29.5207358864065
MOSTARDAS,RS,785.0,794.0,701.0,776.0,1902.0,1732.0,1513.0,1836.0,1528.0,860.0,461.0,12888.0,-50.7285520501539,-30.8544597693016
MUCUM,RS,234.0,250.0,239.0,249.0,588.0,622.0,660.0,721.0,642.0,479.0,283.0,4967.0,-51.8158326938036,-29.1404758960375
MUITOS CAPOES,RS,250.0,235.0,205.0,227.0,565.0,440.0,380.0,374.0,258.0,168.0,82.0,3184.0,-51.2302026880106,-28.3858753507812
MULITERNO,RS,116.0,115.0,106.0,111.0,299.0,284.0,217.0,264.0,246.0,103.0,40.0,1901.0,-51.776915631194,-28.3269349500007
NAO-ME-TOQUE,RS,980.0,1007.0,993.0,1095.0,2613.0,2950.0,2434.0,2263.0,1863.0,1111.0,577.0,17886.0,-52.8249092948103,-28.4593911120198
NICOLAU VERGUEIRO,RS,105.0,106.0,103.0,87.0,188.0,226.0,214.0,247.0,208.0,124.0,59.0,1667.0,-52.4484094066635,-28.5209774594658
NONOAI,RS,750.0,756.0,650.0,653.0,1653.0,1676.0,1432.0,1526.0,1280.0,762.0,436.0,11574.0,-52.8572500564339,-27.3695272974883
NOVA ALVORADA,RS,202.0,198.0,181.0,252.0,527.0,523.0,481.0,495.0,433.0,271.0,135.0,3698.0,-52.1715968851661,-28.7079416960142
NOVA ARACA,BA,221.0,235.0,240.0,294.0,819.0,826.0,675.0,619.0,510.0,307.0,144.0,4890.0,-40.0256469119725,-13.0589839527625
NOVA BASSANO,RS,518.0,535.0,537.0,615.0,1453.0,1526.0,1343.0,1311.0,1131.0,724.0,396.0,10089.0,-51.7541264278635,-28.7259890134501
NOVA BOA VISTA,RS,61.0,66.0,66.0,71.0,196.0,224.0,218.0,290.0,283.0,157.0,99.0,1731.0,-52.9794756291412,-27.997059458666
NOVA BRESCIA,RS,111.0,116.0,108.0,163.0,468.0,502.0,414.0,464.0,496.0,329.0,174.0,3345.0,-52.0353654285038,-29.2221617381436
NOVA CANDELARIA,RS,117.0,128.0,123.0,118.0,333.0,394.0,411.0,390.0,356.0,228.0,79.0,2677.0,-54.1248185590338,-27.5958565211348
NOVA ESPERANCA DO SUL,RS,283.0,295.0,275.0,305.0,843.0,812.0,729.0,765.0,655.0,335.0,168.0,5465.0,-54.8215527412175,-29.4033041653678
NOVA HARTZ,RS,1754.0,1715.0,1597.0,1741.0,3634.0,3313.0,3210.0,2617.0,1599.0,706.0,261.0,22147.0,-50.8982221104442,-29.5856649537475
NOVA PADUA,RS,105.0,113.0,121.0,124.0,284.0,309.0,283.0,399.0,410.0,257.0,158.0,2563.0,-51.3159268119601,-29.0011915339782
NOVA PALMA,RS,325.0,329.0,308.0,396.0,911.0,1007.0,805.0,876.0,775.0,508.0,279.0,6519.0,-53.4163862765918,-29.4333926081095
NOVA PETROPOLIS,RS,1126.0,1185.0,1173.0,1277.0,2818.0,3295.0,3270.0,2970.0,2335.0,1460.0,808.0,21717.0,-51.0848925485684,-29.3723713749506
NOVA PRATA,RS,1547.0,1609.0,1595.0,1788.0,4288.0,4680.0,3933.0,3501.0,2768.0,1548.0,764.0,28021.0,-51.6083673384614,-28.7609010589537
NOVA RAMADA,RS,112.0,118.0,103.0,105.0,259.0,298.0,317.0,351.0,267.0,177.0,88.0,2195.0,-53.7035028885439,-28.0763877531623
NOVA ROMA DO SUL,RS,172.0,192.0,180.0,206.0,537.0,516.0,473.0,603.0,422.0,254.0,188.0,3743.0,-51.4086888265456,-28.9894075976811
NOVA SANTA RITA,PI,2466.0,2384.0,2134.0,2389.0,5268.0,4502.0,4005.0,3377.0,2358.0,1133.0,466.0,30482.0,-42.0237116589845,-8.11942561627063
NOVA SANTA RITA,RS,2466.0,2384.0,2134.0,2389.0,5268.0,4502.0,4005.0,3377.0,2358.0,1133.0,466.0,30482.0,-51.2886257141517,-29.8444073350189
NOVO CABRAIS,RS,230.0,248.0,232.0,230.0,616.0,594.0,543.0,579.0,503.0,305.0,166.0,4246.0,-52.9954625469873,-29.7605193047411
NOVO HAMBURGO,RS,15197.0,15179.0,14440.0,16621.0,38989.0,37821.0,33595.0,32736.0,24352.0,12560.0,5813.0,247303.0,-51.0489735655779,-29.7349738984319
NOVO MACHADO,RS,141.0,157.0,138.0,124.0,345.0,344.0,422.0,569.0,537.0,280.0,134.0,3191.0,-54.5366335352914,-27.5452644497214
NOVO TIRADENTES,RS,123.0,125.0,105.0,98.0,293.0,289.0,300.0,331.0,279.0,154.0,92.0,2189.0,-53.1671620387713,-27.5617797813327
NOVO XINGU,RS,79.0,88.0,79.0,75.0,206.0,256.0,231.0,273.0,229.0,125.0,64.0,1705.0,-53.0578539709553,-27.744587844326
NOVO BARREIRO,RS,239.0,241.0,213.0,215.0,536.0,610.0,571.0,603.0,531.0,281.0,145.0,4185.0,-53.1159124067143,-27.8994793504135
OSORIO,RS,2831.0,2861.0,2658.0,3032.0,7124.0,7235.0,6216.0,6013.0,4767.0,2814.0,1264.0,46815.0,-50.2674978561194,-29.9159774727317
PAIM FILHO,RS,168.0,177.0,162.0,167.0,451.0,443.0,450.0,615.0,557.0,356.0,185.0,3731.0,-51.7804062302261,-27.72205582434
PALMARES DO SUL,RS,618.0,615.0,538.0,573.0,1421.0,1423.0,1403.0,1789.0,1621.0,953.0,388.0,11342.0,-50.4491241377689,-30.3624599282061
PALMEIRA DAS MISSOES,RS,2163.0,2161.0,1927.0,2062.0,4962.0,4852.0,4251.0,4341.0,3417.0,1893.0,938.0,32967.0,-53.3820818701474,-27.9401057231527
PALMITINHO,RS,363.0,376.0,339.0,369.0,978.0,1057.0,914.0,1032.0,901.0,492.0,235.0,7056.0,-53.5876436952863,-27.3278290645158
PANAMBI,RS,2878.0,2875.0,2797.0,3147.0,7027.0,7311.0,6232.0,5132.0,4012.0,2197.0,975.0,44583.0,-53.5074245964943,-28.3299763223891
PANTANO GRANDE,RS,610.0,620.0,550.0,561.0,1264.0,1175.0,1114.0,1200.0,1022.0,597.0,282.0,8995.0,-52.3710265715348,-30.2577047759043
PARAI,PB,389.0,415.0,406.0,413.0,1114.0,1208.0,1027.0,1123.0,948.0,506.0,244.0,7793.0,-36.6695918366885,-7.3251864859294
PARAISO DO SUL,RS,416.0,428.0,395.0,431.0,1005.0,1084.0,1051.0,1097.0,903.0,522.0,303.0,7635.0,-53.1213550054051,-29.6964149748087
PARECI NOVO,RS,176.0,185.0,184.0,241.0,594.0,631.0,539.0,556.0,443.0,211.0,125.0,3885.0,-51.4227854976668,-29.6106867824931
