MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
BOA VISTA,PB,35784.0,33830.0,35249.0,35769.0,85837.0,84256.0,58988.0,35574.0,20084.0,8357.0,2863.0,436591.0,-36.2220589077859,-7.27128926592643
BONFIM,RR,1661.0,1424.0,1204.0,1093.0,2353.0,1611.0,1305.0,928.0,719.0,299.0,104.0,12701.0,-60.1001800408275,2.78692211261399
BONFIM,MG,1661.0,1424.0,1204.0,1093.0,2353.0,1611.0,1305.0,928.0,719.0,299.0,104.0,12701.0,-44.2148265632747,-20.3214682382378
CANTA,SP,2173.0,1952.0,1590.0,1383.0,3325.0,2802.0,2385.0,1853.0,1126.0,523.0,145.0,19257.0,-49.7918779803305,-23.019225851334
CARACARAI,RR,2290.0,2103.0,1849.0,1773.0,4417.0,3807.0,2903.0,1881.0,1053.0,429.0,130.0,22635.0,-61.4722638080617,0.990888064402634
CAROEBE,RR,1063.0,970.0,835.0,745.0,1906.0,1944.0,1428.0,910.0,485.0,238.0,71.0,10595.0,-59.3381101368072,0.914671595794495
IRACEMA,RR,1308.0,1169.0,1025.0,923.0,2312.0,2245.0,1761.0,1047.0,553.0,227.0,67.0,12637.0,-62.4487316569632,2.1905938887277
IRACEMA,CE,1308.0,1169.0,1025.0,923.0,2312.0,2245.0,1761.0,1047.0,553.0,227.0,67.0,12637.0,-38.3383099031391,-5.77554179448165
MUCAJAI,RR,1765.0,1654.0,1468.0,1356.0,3427.0,3225.0,2432.0,1613.0,943.0,456.0,143.0,18482.0,-61.9956867555362,2.51344340021154
NORMANDIA,RR,1814.0,1582.0,1330.0,1143.0,2332.0,1417.0,897.0,596.0,368.0,210.0,83.0,11772.0,-60.0650418845983,3.87905995305901
PACARAIMA,RR,2802.0,2388.0,1952.0,1690.0,3892.0,2774.0,2165.0,1307.0,745.0,299.0,94.0,20108.0,-60.8393870464568,4.16862454310291
RORAINOPOLIS,RR,2727.0,2627.0,2396.0,2418.0,6472.0,6371.0,3793.0,2395.0,1385.0,639.0,164.0,31387.0,-61.0104263855048,0.0378488201856096
SAO JOAO DA BALIZA,RR,827.0,764.0,718.0,671.0,1614.0,1618.0,1103.0,633.0,330.0,170.0,44.0,8492.0,-59.8449861629686,0.635786671824858
SAO LUIZ,RR,594.0,564.0,524.0,516.0,1679.0,1861.0,1130.0,671.0,431.0,199.0,63.0,8232.0,-60.1518461072471,0.884502646327996
UIRAMUTA,RR,1970.0,1644.0,1378.0,1081.0,1925.0,1353.0,738.0,465.0,277.0,122.0,61.0,11014.0,-60.2807708567962,4.68395422482768
ABAETETUBA,PA,12382.0,12706.0,13570.0,14070.0,30255.0,27936.0,20580.0,13699.0,8664.0,4549.0,2028.0,160439.0,-48.8829871965377,-1.7302516249573
ABEL FIGUEIREDO,PA,595.0,620.0,662.0,674.0,1336.0,1147.0,953.0,751.0,444.0,251.0,103.0,7536.0,-48.4246253231475,-4.95728413044863
ACARA,CE,5430.0,5443.0,5541.0,5379.0,10347.0,8210.0,6311.0,4615.0,2532.0,1364.0,572.0,55744.0,-40.0891559360463,-2.96787291968031
AFUA,,4711.0,4456.0,4255.0,4205.0,7704.0,5536.0,3915.0,2491.0,1544.0,746.0,347.0,39910.0,,
AGUA AZUL DO NORTE,PA,1896.0,1923.0,2128.0,2688.0,5752.0,5514.0,4125.0,2256.0,979.0,414.0,122.0,27797.0,-50.4302853190648,-6.77300279708072
ALENQUER,PA,5973.0,5819.0,5435.0,4957.0,9967.0,8215.0,6820.0,4511.0,3130.0,1717.0,846.0,57390.0,-55.0392662680989,-0.604297428857596
ALMEIRIM,PA,3276.0,3301.0,3351.0,3179.0,6324.0,4851.0,3897.0,2829.0,1870.0,833.0,333.0,34044.0,-53.8934182583124,0.284368068494613
ALTAMIRA,PA,9045.0,9535.0,10629.0,11024.0,21413.0,18825.0,15026.0,10566.0,6807.0,3151.0,1299.0,117320.0,-53.885262654881,-6.48110252504573
ANAJAS,PA,3959.0,3592.0,3418.0,3301.0,5568.0,4045.0,2747.0,1663.0,1058.0,516.0,224.0,30091.0,-49.9620758644656,-0.827205085830753
ANANINDEUA,PA,33357.0,35525.0,41993.0,46800.0,95138.0,92204.0,80190.0,56665.0,36369.0,16361.0,5808.0,540410.0,-48.3835386481586,-1.33408155113651
ANAPU,PA,2953.0,2922.0,2922.0,2738.0,5397.0,4723.0,3590.0,2130.0,1210.0,553.0,174.0,29312.0,-51.3015063573877,-3.99660834715012
AUGUSTO CORREA,PA,5119.0,4900.0,4704.0,4469.0,8660.0,6852.0,5008.0,3435.0,2179.0,1133.0,478.0,46937.0,-46.5072739208899,-1.10531780307999
AURORA DO PARA,PA,2988.0,2813.0,2690.0,2911.0,6307.0,5432.0,4006.0,2537.0,1460.0,763.0,293.0,32200.0,-47.7263246875887,-2.23113581172973
AVEIRO,PA,1761.0,1744.0,1571.0,1482.0,3058.0,2159.0,1689.0,1299.0,931.0,498.0,229.0,16421.0,-56.0163199353223,-3.66730005489094
BAGRE,PA,4200.0,3765.0,3414.0,3355.0,6463.0,4535.0,3003.0,1680.0,969.0,425.0,158.0,31967.0,-50.1818331119717,-2.37306440032872
BAIAO,PA,4564.0,4417.0,4404.0,4796.0,9667.0,8340.0,6116.0,3567.0,2161.0,1008.0,414.0,49454.0,-49.6989838607992,-3.12952145468093
BANNACH,PA,258.0,253.0,260.0,264.0,491.0,455.0,440.0,351.0,268.0,149.0,50.0,3239.0,-50.6344241048255,-7.48634959991467
BARCARENA,PA,10935.0,11095.0,11811.0,12027.0,25363.0,22288.0,15924.0,10394.0,5969.0,2534.0,993.0,129333.0,-48.6342692258957,-1.49842832772512
BELEM,PA,82062.0,90331.0,111076.0,121161.0,238149.0,250445.0,231280.0,174536.0,118900.0,61162.0,27318.0,1506420.0,-48.4598782458735,-1.240703177429
BELEM,PB,82062.0,90331.0,111076.0,121161.0,238149.0,250445.0,231280.0,174536.0,118900.0,61162.0,27318.0,1506420.0,-35.4975411317482,-6.70515769519661
BELEM,AL,82062.0,90331.0,111076.0,121161.0,238149.0,250445.0,231280.0,174536.0,118900.0,61162.0,27318.0,1506420.0,-36.4917434071292,-9.54885768232703
BELTERRA,PA,1685.0,1606.0,1508.0,1556.0,3082.0,2434.0,2282.0,1683.0,1140.0,647.0,321.0,17944.0,-54.9928850546758,-3.19111904381689
BENEVIDES,PA,4770.0,4879.0,5392.0,6079.0,12072.0,10699.0,9195.0,6060.0,3475.0,1512.0,647.0,64780.0,-48.2756405348692,-1.33959093939154
BOM JESUS DO TOCANTINS,PA,1369.0,1363.0,1443.0,1510.0,2996.0,2779.0,2345.0,1738.0,982.0,526.0,203.0,17254.0,-48.7635525146373,-5.05432188145734
BOM JESUS DO TOCANTINS,TO,1369.0,1363.0,1443.0,1510.0,2996.0,2779.0,2345.0,1738.0,982.0,526.0,203.0,17254.0,-47.8792668739845,-9.01283019983717
BONITO,PA,1592.0,1532.0,1580.0,1567.0,2987.0,2908.0,2150.0,1235.0,738.0,329.0,151.0,16769.0,-47.3023176502739,-1.38737497137263
BONITO,PE,1592.0,1532.0,1580.0,1567.0,2987.0,2908.0,2150.0,1235.0,738.0,329.0,151.0,16769.0,-35.7070878210598,-8.49503150565543
BONITO,BA,1592.0,1532.0,1580.0,1567.0,2987.0,2908.0,2150.0,1235.0,738.0,329.0,151.0,16769.0,-41.3237554226309,-11.979119520311
BONITO,MS,1592.0,1532.0,1580.0,1567.0,2987.0,2908.0,2150.0,1235.0,738.0,329.0,151.0,16769.0,-56.46013716685,-21.0075662139739
BRAGANCA,PA,11405.0,11449.0,12025.0,11811.0,22944.0,21708.0,16140.0,10770.0,6757.0,3493.0,1620.0,130122.0,-46.7652038247989,-1.19751200211615
BRASIL NOVO,PA,1144.0,1190.0,1234.0,1161.0,2447.0,2224.0,2005.0,1651.0,1041.0,551.0,235.0,14883.0,-52.6853343335785,-3.29206500622838
BREJO GRANDE DO ARAGUAIA,PA,616.0,624.0,653.0,618.0,1252.0,1091.0,932.0,693.0,503.0,260.0,115.0,7357.0,-48.4318627127205,-5.73560921146071
BREU BRANCO,PA,7008.0,6665.0,6632.0,6713.0,13243.0,10633.0,7581.0,4792.0,3146.0,1598.0,586.0,68597.0,-49.371198694129,-3.7334111157131
BREVES,PA,11935.0,11405.0,10986.0,10616.0,19206.0,14456.0,10664.0,6947.0,4673.0,2316.0,1076.0,104280.0,-50.6285303318251,-1.12130281285489
BUJARU,PA,2921.0,2884.0,2825.0,2897.0,5545.0,4463.0,3483.0,2294.0,1326.0,742.0,337.0,29717.0,-48.0886274705129,-1.63392233846989
CACHOEIRA DO PIRIA,PA,4265.0,3788.0,3531.0,3972.0,6866.0,5408.0,3652.0,2240.0,1014.0,433.0,138.0,35307.0,-46.4407942958183,-1.99080979708478
CACHOEIRA DO ARARI,PA,2178.0,2084.0,2063.0,2074.0,4417.0,4070.0,2981.0,2183.0,1287.0,655.0,363.0,24355.0,-48.8773171920848,-0.869320455720278
CAMETA,PA,13856.0,13630.0,13522.0,13032.0,26340.0,22631.0,15839.0,9988.0,6591.0,3637.0,1748.0,140814.0,-49.5135653471885,-2.25299138182681
CANAA DOS CARAJAS,PA,3748.0,3705.0,3831.0,3885.0,7874.0,6982.0,4847.0,2436.0,1136.0,497.0,162.0,39103.0,-50.0859240921986,-6.42415037145294
CAPANEMA,PA,4722.0,5108.0,5631.0,5754.0,11877.0,11755.0,9719.0,7041.0,4678.0,2351.0,1192.0,69828.0,-47.119487057376,-1.14322915327692
CAPANEMA,PR,4722.0,5108.0,5631.0,5754.0,11877.0,11755.0,9719.0,7041.0,4678.0,2351.0,1192.0,69828.0,-53.7630791672666,-25.6107337182624
CAPITAO POCO,PA,4550.0,4559.0,4530.0,4779.0,10069.0,8896.0,6933.0,4986.0,2942.0,1562.0,739.0,54545.0,-47.2341593532926,-2.04373236471665
CASTANHAL,PA,14544.0,15498.0,17928.0,18783.0,37483.0,35463.0,27857.0,18653.0,11551.0,5523.0,2384.0,205667.0,-47.8770744760742,-1.26895687510433
CHAVES,PA,2839.0,2671.0,2531.0,2437.0,4257.0,3362.0,2582.0,1708.0,1023.0,534.0,231.0,24175.0,-49.829315837183,-0.0295134869628846
COLARES,PA,1054.0,1087.0,1094.0,956.0,1921.0,1838.0,1434.0,1222.0,802.0,511.0,256.0,12175.0,-48.2845920934555,-0.903854021235574
CONCEICAO DO ARAGUAIA,PA,3473.0,3640.0,3826.0,3875.0,8093.0,7114.0,6575.0,5148.0,3479.0,2016.0,876.0,48115.0,-49.5126502366291,-8.18235528501435
CONCORDIA DO PARA,PA,3328.0,3355.0,3503.0,3362.0,6550.0,5445.0,3669.0,2453.0,1408.0,806.0,357.0,34236.0,-47.9748158463039,-1.8838969241303
CUMARU DO NORTE,PA,1221.0,1129.0,1178.0,1316.0,2618.0,2264.0,2076.0,1350.0,643.0,211.0,38.0,14044.0,-51.2206614778925,-8.45756632178178
CURIONOPOLIS,PA,1428.0,1469.0,1541.0,1462.0,3109.0,2544.0,2050.0,1667.0,1406.0,751.0,337.0,17764.0,-49.6246296216572,-6.22894555442933
CURRALINHO,PA,4620.0,4252.0,4046.0,3768.0,6510.0,4984.0,3373.0,1936.0,1130.0,621.0,290.0,35530.0,-49.9881318796754,-1.58350940186876
CURUA,PA,1741.0,1575.0,1422.0,1451.0,2706.0,2250.0,1576.0,1015.0,625.0,286.0,129.0,14776.0,-55.1132544495278,-1.84601723345378
CURUCA,CE,3443.0,3409.0,3378.0,3459.0,6877.0,6448.0,5265.0,3967.0,2607.0,1469.0,771.0,41093.0,-40.6801212637168,-3.32133954113478
DOM ELISEU,PA,5173.0,5164.0,5601.0,6084.0,11665.0,10466.0,7574.0,4988.0,2789.0,1264.0,438.0,61206.0,-47.8981673310621,-4.18656874294341
ELDORADO DOS CARAJAS,PA,3175.0,3117.0,3143.0,3090.0,6053.0,5157.0,4100.0,3091.0,1841.0,997.0,305.0,34069.0,-49.2453773129665,-6.06956458518715
FARO,PA,741.0,702.0,697.0,669.0,1207.0,894.0,745.0,576.0,421.0,200.0,97.0,6949.0,-57.8062895768231,-1.15903971550735
FLORESTA DO ARAGUAIA,PA,1769.0,1785.0,1790.0,1765.0,3869.0,3247.0,2839.0,1837.0,1069.0,562.0,210.0,20742.0,-49.576020007359,-7.54832891254685
GARRAFAO DO NORTE,PA,2517.0,2398.0,2282.0,2443.0,5027.0,4014.0,2997.0,2107.0,1272.0,783.0,315.0,26155.0,-47.0752371903977,-2.16788492078136
GOIANESIA DO PARA,PA,3710.0,3638.0,3750.0,3859.0,8113.0,6985.0,5408.0,3203.0,1908.0,817.0,287.0,41678.0,-49.005635406322,-4.02719865620127
GURUPA,PA,3985.0,3754.0,3655.0,3642.0,6423.0,4837.0,3363.0,2171.0,1279.0,720.0,298.0,34127.0,-51.5551195176426,-1.1518129581643
IGARAPE-ACU,PA,2899.0,3005.0,3160.0,3291.0,7018.0,6587.0,5008.0,3800.0,2494.0,1336.0,636.0,39234.0,-47.5659128975402,-1.14491438782599
IGARAPE-MIRI,PA,6002.0,5991.0,6172.0,5715.0,11148.0,10168.0,7568.0,4798.0,3259.0,1708.0,838.0,63367.0,-49.1307292699641,-2.06259693620115
INHANGAPI,PA,986.0,992.0,1031.0,1028.0,2116.0,2037.0,1492.0,1132.0,681.0,356.0,158.0,12009.0,-47.9229537131039,-1.4648744813986
IPIXUNA DO PARA,PA,6365.0,6052.0,6102.0,7187.0,14402.0,11887.0,7870.0,4120.0,1971.0,943.0,271.0,67170.0,-47.921360725167,-2.80579445021039
IRITUIA,PA,2976.0,2976.0,2894.0,2790.0,5474.0,4927.0,3961.0,2934.0,1924.0,1228.0,555.0,32639.0,-47.3994212150017,-1.81232472240103
ITAITUBA,PA,7810.0,8059.0,8695.0,9377.0,19740.0,15891.0,12309.0,9456.0,6186.0,2929.0,1089.0,101541.0,-56.4969382583683,-5.86900255579574
ITUPIRANGA,PA,5216.0,5095.0,5050.0,4945.0,9674.0,8091.0,6428.0,4405.0,2644.0,1401.0,490.0,53439.0,-49.8696805398412,-5.11491685022784
JACAREACANGA,PA,659.0,658.0,782.0,850.0,1263.0,985.0,736.0,601.0,262.0,124.0,32.0,6952.0,-57.3042324841428,-7.44309328021078
JACUNDA,PA,4930.0,5102.0,5667.0,5838.0,11355.0,10795.0,7526.0,4723.0,2658.0,1342.0,581.0,60517.0,-49.1810437346128,-4.59856804412171
JURUTI,PA,7325.0,6541.0,5885.0,5682.0,11331.0,9752.0,6276.0,3438.0,2143.0,1079.0,509.0,59961.0,-56.2213358581593,-2.62305149648618
LIMOEIRO DO AJURU,PA,3104.0,2956.0,2920.0,2991.0,5806.0,4461.0,3195.0,2046.0,1226.0,622.0,296.0,29623.0,-49.4691383895954,-1.86425227143772
MAE DO RIO,PA,2564.0,2641.0,2801.0,2784.0,5256.0,4804.0,3822.0,2659.0,1689.0,932.0,437.0,30389.0,-47.5124751534153,-1.99118688342
MAGALHAES BARATA,PA,741.0,762.0,751.0,715.0,1423.0,1331.0,1014.0,798.0,568.0,333.0,162.0,8598.0,-47.6351416705092,-0.809436484061964
MARABA,PA,24470.0,24939.0,27744.0,28170.0,53969.0,49469.0,35651.0,22336.0,13046.0,5619.0,2251.0,287664.0,-50.0168804446791,-5.63012930371187
MARACANA,CE,2546.0,2492.0,2345.0,2415.0,5320.0,4314.0,3584.0,2872.0,1960.0,1146.0,565.0,29559.0,-38.6288797743167,-3.88094002437854
MARAPANIM,PA,2239.0,2238.0,2128.0,2186.0,5037.0,4337.0,3753.0,2891.0,1980.0,1166.0,608.0,28563.0,-47.7090004811877,-0.840705470779768
MARITUBA,PA,9946.0,9930.0,11095.0,12898.0,26725.0,24139.0,19864.0,11502.0,6119.0,2623.0,971.0,135812.0,-48.3198526066794,-1.3974746902331
MEDICILANDIA,PA,2627.0,2639.0,2795.0,3016.0,5876.0,5495.0,4323.0,2844.0,1687.0,775.0,270.0,32347.0,-53.1950107478482,-3.16017867360009
MELGACO,PA,3720.0,3488.0,3325.0,3104.0,5707.0,3841.0,2460.0,1378.0,661.0,307.0,130.0,28121.0,-51.1039186588626,-1.60765638096207
MOCAJUBA,PA,3081.0,3066.0,3046.0,3116.0,5844.0,4987.0,3530.0,2340.0,1510.0,919.0,478.0,31917.0,-49.4663152332189,-2.5766586471292
MOJU,PA,8646.0,8492.0,8411.0,8205.0,15810.0,13236.0,9720.0,5918.0,3396.0,1717.0,700.0,84251.0,-49.0739248008428,-2.68379761561844
MOJUI DOS CAMPOS,PA,1256.0,1247.0,1238.0,1235.0,2734.0,2540.0,2287.0,1778.0,1067.0,630.0,270.0,16282.0,-54.6431,-2.68472
MONTE ALEGRE,PA,4856.0,4860.0,4671.0,4805.0,10443.0,8635.0,7553.0,5575.0,3852.0,2056.0,983.0,58289.0,-54.3530914594674,-1.07426629390271
MONTE ALEGRE,RN,4856.0,4860.0,4671.0,4805.0,10443.0,8635.0,7553.0,5575.0,3852.0,2056.0,983.0,58289.0,-35.4051943923292,-6.09853707985384
MUANA,PA,4172.0,4035.0,4066.0,4235.0,7810.0,6641.0,4739.0,2937.0,1635.0,817.0,367.0,41454.0,-49.3094072479889,-1.3554681740993
NOVA ESPERANCA DO PIRIA,PA,2346.0,2169.0,2095.0,2151.0,4178.0,3178.0,2460.0,1537.0,783.0,481.0,141.0,21519.0,-46.8998655038455,-2.39269348959722
NOVA IPIXUNA,PA,1542.0,1493.0,1504.0,1512.0,2940.0,2681.0,2187.0,1465.0,998.0,528.0,177.0,17027.0,-49.2308021409989,-4.98097807804809
NOVA TIMBOTEUA,PA,1073.0,1125.0,1191.0,1241.0,2458.0,2576.0,2247.0,1663.0,1126.0,635.0,311.0,15646.0,-47.3921417984967,-1.1563973886669
NOVO PROGRESSO,PA,2210.0,2514.0,2911.0,2861.0,5075.0,3213.0,2687.0,2372.0,1344.0,479.0,103.0,25769.0,-55.6123070222221,-8.06056746947269
NOVO REPARTIMENTO,PA,7787.0,7510.0,7318.0,7237.0,14674.0,12691.0,9479.0,5954.0,3509.0,1758.0,571.0,78488.0,-50.2715151003541,-4.50293789544394
OBIDOS,PA,5174.0,5146.0,5021.0,4584.0,8576.0,7595.0,6457.0,4504.0,3002.0,1655.0,759.0,52473.0,-55.6750222647282,-0.169974310499958
OEIRAS DO PARA,PA,4163.0,3867.0,3642.0,3407.0,5973.0,4649.0,3307.0,1979.0,1190.0,707.0,298.0,33182.0,-49.9023124538564,-2.278933426618
ORIXIMINA,PA,7585.0,7558.0,7490.0,7185.0,13520.0,10926.0,8420.0,5649.0,3796.0,1941.0,851.0,74921.0,-57.1499454875643,0.255086391607594
OUREM,PA,1501.0,1532.0,1539.0,1479.0,3189.0,2838.0,2325.0,1716.0,1059.0,607.0,294.0,18079.0,-48.6371044352533,-0.492809448261193
OURILANDIA DO NORTE,PA,2866.0,3044.0,3396.0,3533.0,7195.0,6245.0,3951.0,1995.0,965.0,468.0,173.0,33831.0,-51.4303731130887,-7.5202529121862
PACAJA,PA,4590.0,4589.0,4585.0,4318.0,8983.0,8105.0,6084.0,4008.0,2333.0,1120.0,395.0,49110.0,-50.6316019080582,-3.68421621331149
PALESTINA DO PARA,PA,667.0,661.0,665.0,647.0,1257.0,1129.0,982.0,695.0,489.0,269.0,114.0,7575.0,-48.3701892203399,-5.92715801096573
PARAGOMINAS,PA,10376.0,10268.0,11185.0,12035.0,22608.0,19064.0,13938.0,8500.0,4932.0,2194.0,738.0,115838.0,-47.6028655166789,-3.20349564703018
PARAUAPEBAS,PA,19050.0,18591.0,21377.0,23618.0,46855.0,40430.0,25521.0,13426.0,6581.0,2495.0,843.0,218787.0,-50.4897517740502,-6.1517501268607
PAU D'ARCO,PA,409.0,430.0,448.0,433.0,921.0,822.0,705.0,562.0,353.0,182.0,74.0,5339.0,-50.1236891754552,-7.73699582191612
PAU D'ARCO,TO,409.0,430.0,448.0,433.0,921.0,822.0,705.0,562.0,353.0,182.0,74.0,5339.0,-48.9881867417128,-7.54564319990077
PEIXE-BOI,PA,581.0,594.0,612.0,644.0,1318.0,1305.0,1084.0,845.0,588.0,332.0,181.0,8084.0,-47.2719288606446,-1.13090465602773
PICARRA,PA,1137.0,1114.0,1099.0,1120.0,2329.0,1928.0,1741.0,1236.0,743.0,398.0,131.0,12976.0,-49.01188505103,-6.54103279698427
PLACAS,PA,3191.0,3077.0,3062.0,3180.0,6191.0,5390.0,4003.0,2302.0,1242.0,531.0,156.0,32325.0,-54.5006583085272,-3.88979148257371
PONTA DE PEDRAS,PA,2972.0,2957.0,3092.0,3092.0,5767.0,5122.0,3730.0,2638.0,1569.0,710.0,358.0,32007.0,-49.0774007211268,-1.11749180514379
PORTEL,PA,8943.0,8063.0,7382.0,6929.0,11738.0,8317.0,5763.0,3203.0,2006.0,1047.0,440.0,63831.0,-50.9558149124612,-2.56537959905825
PORTO DE MOZ,PA,5462.0,5164.0,5150.0,4737.0,8134.0,5768.0,3745.0,2233.0,1179.0,619.0,265.0,42456.0,-52.5477602358791,-2.18459000817362
PRAINHA,PA,3127.0,3003.0,2777.0,2857.0,5634.0,4142.0,3465.0,2385.0,1448.0,689.0,300.0,29827.0,-53.6601733158756,-2.12020679269705
PRIMAVERA,PA,782.0,787.0,773.0,876.0,1895.0,1704.0,1408.0,1162.0,760.0,491.0,251.0,10889.0,-47.1313488350739,-0.95271640769564
PRIMAVERA,PE,782.0,787.0,773.0,876.0,1895.0,1704.0,1408.0,1162.0,760.0,491.0,251.0,10889.0,-35.391940107685,-8.32664911555559
QUATIPURU,PA,1119.0,1087.0,1063.0,1208.0,2469.0,2277.0,1823.0,1280.0,810.0,435.0,223.0,13794.0,-47.015985668384,-0.851461939560903
REDENCAO,,6234.0,6591.0,7411.0,7798.0,15901.0,13867.0,11473.0,8316.0,5219.0,2492.0,1024.0,86326.0,,
RIO MARIA,PA,1235.0,1304.0,1425.0,1505.0,3109.0,3046.0,2567.0,1956.0,1221.0,609.0,231.0,18208.0,-49.8952585428842,-7.3407148900303
RONDON DO PARA,PA,3775.0,4072.0,4596.0,4745.0,9403.0,8990.0,7351.0,5228.0,3067.0,1459.0,556.0,53242.0,-48.4599441250388,-4.51698948019936
RUROPOLIS,PA,4796.0,4736.0,4646.0,4784.0,10149.0,9223.0,6331.0,4062.0,2356.0,1041.0,349.0,52473.0,-55.2107553367208,-4.24098627459358
SALINOPOLIS,PA,3151.0,3224.0,3363.0,3528.0,7523.0,6856.0,5552.0,3868.0,2412.0,1190.0,497.0,41164.0,-47.3490049866801,-0.680329894146899
SALVATERRA,PA,2037.0,2016.0,2071.0,2108.0,4523.0,3864.0,3227.0,2203.0,1305.0,709.0,329.0,24392.0,-48.6091986955217,-0.801408598054404
SANTA BARBARA DO PARA,PA,1692.0,1751.0,1822.0,1894.0,3983.0,3454.0,3001.0,2203.0,1177.0,590.0,244.0,21811.0,-48.2504998365071,-1.19427288920889
SANTA CRUZ DO ARARI,PA,818.0,825.0,866.0,902.0,2034.0,1868.0,1442.0,923.0,485.0,232.0,101.0,10496.0,-49.3138819377196,-0.583403016029833
SANTA IZABEL DO PARA,PA,4826.0,5117.0,5859.0,6684.0,13770.0,13169.0,10287.0,6693.0,3742.0,1884.0,825.0,72856.0,-48.1294558675564,-1.36521658947122
SANTA LUZIA DO PARA,PA,1712.0,1684.0,1703.0,1771.0,3582.0,3158.0,2380.0,1666.0,1208.0,648.0,327.0,19839.0,-46.9271240233263,-1.65748669615752
SANTA MARIA DAS BARREIRAS,PA,1805.0,1766.0,1737.0,1854.0,3771.0,3277.0,3053.0,2424.0,1578.0,753.0,226.0,22244.0,-50.3144478872681,-8.63383908969286
SANTA MARIA DO PARA,PA,1708.0,1794.0,1933.0,2148.0,4274.0,4129.0,3547.0,2617.0,1685.0,855.0,437.0,25127.0,-47.5216824539132,-1.37450430967678
SANTANA DO ARAGUAIA,PA,6245.0,6197.0,6685.0,7977.0,16287.0,13277.0,9454.0,5229.0,2983.0,1287.0,374.0,75995.0,-50.6112645538339,-9.36392231722139
SANTAREM,PA,25158.0,26206.0,28683.0,28140.0,53677.0,49756.0,38762.0,26657.0,17986.0,9091.0,4223.0,308339.0,-55.0936462365583,-2.76459608531412
SANTAREM NOVO,PA,620.0,616.0,577.0,532.0,1290.0,1077.0,821.0,574.0,359.0,228.0,102.0,6796.0,-47.3329568653543,-0.913339993784452
SANTO ANTONIO DO TAUA,PA,2678.0,2750.0,2819.0,2698.0,5792.0,5170.0,4436.0,2868.0,1823.0,931.0,381.0,32346.0,-48.1830385646378,-1.09305071271307
SAO CAETANO DE ODIVELAS,PA,1454.0,1467.0,1468.0,1477.0,3160.0,2906.0,2395.0,1736.0,1223.0,619.0,302.0,18207.0,-48.0787038975991,-0.791317257085057
SAO DOMINGOS DO ARAGUAIA,PA,2265.0,2287.0,2271.0,2214.0,4381.0,3896.0,3263.0,2278.0,1575.0,1032.0,483.0,25945.0,-48.7305978834906,-5.65760644736575
SAO DOMINGOS DO CAPIM,PA,3646.0,3536.0,3393.0,3070.0,5774.0,4549.0,3456.0,2228.0,1370.0,895.0,368.0,32285.0,-47.7717452674705,-1.88389938057263
SAO FELIX DO XINGU,PA,10699.0,9814.0,9781.0,12396.0,28866.0,28457.0,20119.0,9950.0,3938.0,1370.0,342.0,135732.0,-52.2520700430689,-7.22956771412189
SAO FRANCISCO DO PARA,PA,1138.0,1189.0,1267.0,1291.0,2623.0,2449.0,2236.0,1667.0,1181.0,632.0,305.0,15978.0,-47.7467695981445,-1.20601907905045
SAO GERALDO DO ARAGUAIA,PA,2026.0,2045.0,2074.0,2071.0,4365.0,3929.0,3091.0,2290.0,1494.0,819.0,362.0,24566.0,-48.74818370753,-6.18925646364947
SAO JOAO DA PONTA,PA,601.0,568.0,540.0,502.0,1055.0,1012.0,775.0,580.0,361.0,194.0,106.0,6294.0,-47.9645035825948,-0.870362598858598
SAO JOAO DE PIRABAS,PA,2018.0,1975.0,1933.0,1977.0,4229.0,3754.0,2850.0,2033.0,1405.0,847.0,419.0,23440.0,-47.2121770107792,-0.780300191764526
SAO JOAO DO ARAGUAIA,PA,1240.0,1285.0,1301.0,1190.0,2408.0,2021.0,1749.0,1323.0,892.0,501.0,195.0,14105.0,-48.6967764956381,-5.44732502104812
SAO MIGUEL DO GUAMA,PA,5283.0,5321.0,5619.0,5768.0,10824.0,9570.0,7344.0,4951.0,3064.0,1743.0,781.0,60268.0,-47.6112617805714,-1.55266516439286
SAO SEBASTIAO DA BOA VISTA,PA,2849.0,2764.0,2829.0,2696.0,4956.0,4289.0,2917.0,1885.0,1184.0,615.0,318.0,27302.0,-49.6803079670363,-1.43404930634058
SAPUCAIA,PA,423.0,449.0,490.0,531.0,1130.0,1001.0,810.0,661.0,372.0,169.0,52.0,6088.0,-49.569920091024,-6.83892007502656
SAPUCAIA,RJ,423.0,449.0,490.0,531.0,1130.0,1001.0,810.0,661.0,372.0,169.0,52.0,6088.0,-42.8229105718249,-22.024326083462
SENADOR JOSE PORFIRIO,PA,1164.0,1086.0,1018.0,1053.0,2062.0,1509.0,1431.0,1098.0,599.0,222.0,63.0,11305.0,-51.7739471997606,-4.16922854574926
SOURE,PA,2051.0,2127.0,2211.0,2174.0,4664.0,4100.0,3227.0,2440.0,1585.0,790.0,383.0,25752.0,-48.6371044352533,-0.492809448261193
TAILANDIA,PA,10494.0,9905.0,10615.0,13035.0,24865.0,18705.0,12297.0,6419.0,3234.0,1499.0,486.0,111554.0,-48.7366664011767,-2.90777765383098
