,nome_instituicao,nome_agencia,endereco,numero,complemento,bairro,cep,municipio,municipio_ibge
12976,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"CONSELHEIRO AGUIAR,URB.RECIFE, PE                           ",AV.CONSELHEIRO AGUIAR                   ,4777,LOJA 5                                            ,BOA VIAGEM                    ,51021-020,RECIFE                                                      ,2611606.0
12977,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ITAIGARA,URB.SALVADOR, BA                                   ","AV.ANTONIO CARLOS MAGALHAES, 542        ",          ,                                                  ,PITUBA                        ,41825-000,SALVADOR                                                    ,2927408.0
12978,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"RUA MARECHAL RONDON,URB.CAMPO GRANDE, MS                    ","RUA MARECHAL RONDON,1335                ",          ,                                                  ,CENTRO                        ,79002-205,CAMPO GRANDE                                                ,5002704.0
12979,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"VILA ISA,URB.GOVERNADOR VALADARES, MG                       ",AVENIDA RIO BAHIA                       ,754,"QUADRA 003, LOTE 51P                              ",VILA ISA                      ,35044-230,GOVERNADOR VALADARES                                        ,3127701.0
12980,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BOSQUE,URB.RIO BRANCO, AC                                   ",AV.GETULIO VARGAS                       ,2100,LOJAS 11 E 14                                     ,BOSQUE                        ,69908-650,RIO BRANCO                                                  ,1200401.0
12981,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AVENIDA BRAZ LEME,URB.SAO PAULO, SP                         ","AV.BRAZ LEME, 2317                      ",          ,                                                  ,SANTANA                       ,02022-010,SAO PAULO                                                   ,3550308.0
12982,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ANANINDEUA, CENTRO, PA                                      ","RODOVIA BR 316, KM 09, N.1216           ",          ,                                                  ,CENTRO                        ,67033-000,ANANINDEUA                                                  ,1500800.0
12983,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PENINSULA SUL,URB.BRASILIA, DF                              ","SHI/SUL QI 11,COM.LOCAL                 ",          ,"BLOCO Q,LOJAS 30 E 65                             ",LAGO SUL                      ,71625-205,BRASILIA                                                    ,5300108.0
12984,BANCO BRADESCO S.A.                                                                                                                                                                                     ,ILHA SOLTEIRA                                               ,"AV.BRASIL SUL, 259                      ",          ,                                                  ,CENTRO                        ,15385-000,ILHA SOLTEIRA                                               ,3520442.0
12985,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"VILA CARMOSINA,URB.SAO PAULO, SP                            ",RUA SÃO TEODORO                         ,715,                                                  ,VILA CARMOSINA                ,08290-005,SAO PAULO                                                   ,3550308.0
12986,BANCO BRADESCO S.A.                                                                                                                                                                                     ,NOVA ALPHAVILLE                                             ,AV.DR.YOJIRO                            ,          ,"TAKAOKA,4666(ANT.AV.ALPHAV.),LT.2                 ",CENTRO                        ,65000-000,SANTANA DE PARNAIBA                                         ,3547304.0
12987,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BENFICA,URB.JUIZ DE FORA, MG                                ","RUA PAULO GARCIA, 205, LOJAS            ",          ,205/209/231/235 E 247                             ,BENFICA                       ,36090-340,JUIZ DE FORA                                                ,3136702.0
12988,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BETANIA,URB.BELO HORIZONTE, MG                              ","RUA URSULA PAULINO, 1480                ",          ,                                                  ,BETANIA                       ,30580-000,BELO HORIZONTE                                              ,3106200.0
12989,BANCO BRADESCO S.A.                                                                                                                                                                                     ,ALVORADA                                                    ,"AV.PRESIDENTE GETULIO VARGAS,1555       ",          ,                                                  ,BELA VISTA                    ,94810-000,ALVORADA                                                    ,4300604.0
12990,BANCO BRADESCO S.A.                                                                                                                                                                                     ,HOLAMBRA                                                    ,"RUA ROTA DOS IMIGRANTES,592,LOJA 04     ",          ,                                                  ,CENTRO                        ,13825-000,HOLAMBRA                                                    ,3519055.0
12991,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PLANALTO,URB.BELO HORIZONTE, MG                             ","AV.DOUTOR CRISTIANO GUIMARAES,          ",          ,60746948,PLANALTO                      ,31720-300,BELO HORIZONTE                                              ,3106200.0
12992,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BAIRRO BARREIROS,URB.SAO JOSE, SC                           ","RUA DEPUTADO LEOBERTO LEAL, 389,SALA 3  ",          ,                                                  ,BARREIROS                     ,88100-000,SAO JOSE                                                    ,4216602.0
12993,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AGENCIA PRIME SETOR HOSPITALAR SUL, URB BRASÍLIA, DF        ","QUADRA SHCS CR 511, S/N                 ",          ,"BLOCO B, LOJA 15                                  ",ASA SUL                       ,70361-520,BRASILIA                                                    ,5300108.0
12994,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRAZERES,URB.JABOATAO DOS GUARARAPES, PE                    ","AV. DOUTOR JULIO MARANHAO, 238          ",          ,                                                  ,GUARARAPES                    ,54325-440,JABOATAO DOS GUARARAPES                                     ,2607901.0
12995,BANCO BRADESCO S.A.                                                                                                                                                                                     ,CAPAO DA CANOA                                              ,"AV.PARAGUASSU,1975                      ",          ,                                                  ,CENTRO                        ,95555-000,CAPAO DA CANOA                                              ,4304630.0
12996,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME TRIBUNAL DE JUSTICA, URB. SALVADOR, BA                ","5.A AVENIDA, CAB, NR. 560               ",          ,CENTRO ADMINISTRATIVO DA BAHIA                    ,CAB                           ,41745-971,SALVADOR                                                    ,2927408.0
12997,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PLATAFORMA OPERACIONAL PJ CORPORATE E EMPRESAS,CURITIBA, PR ","RUA MARECHAL DEODORO, 168/170           ",          ,2 ANDAR                                           ,CENTRO                        ,80010-010,CURITIBA                                                    ,4106902.0
12998,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"TAPAJOS,URB.SANTAREM, PA                                    ","AV.MENDONCA FURTADO, 3745               ",          ,                                                  ,ALDEIA                        ,68040-050,SANTAREM                                                    ,1506807.0
12999,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"IPIXUNA, AM                                                 ","AVENIDA MOACIR BARROSO, 66              ",          ,                                                  ,CENTRO                        ,69890-000,IPIXUNA                                                     ,1301803.0
13000,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"VIA EXPRESSA,URB.MACEIO, AL                                 ","AVENIDA MENINO MARCELO, S/N             ",          ,                                                  ,SERRARIA                      ,57046-000,MACEIO                                                      ,2704302.0
13001,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME AV. T 63, URB. GOIANIA, GO                            ","AV. T 63, QUADRA 149, LOTE 23           ",          ,                                                  ,SETOR BUENO                   ,74230-105,GOIANIA                                                     ,5208707.0
13002,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME AV. DOM PEDRO II, URB. SANTO ANDRE, SP                ","AVENIDA DOM PEDRO II, 523               ",          ,                                                  ,JARDIM                        ,09080-110,SANTO ANDRE                                                 ,3547809.0
13003,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ICATU, MA                                                   ","RUA BARÃO DO RIO BRANCO, 322            ",          ,                                                  ,CENTRO                        ,65170-000,ICATU                                                       ,2105104.0
13004,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"LARGO JOAO FIUZA, URB. RIBEIRAO PRETO, SP                   ","AVENIDA JOSE ADOLFO BIANCO MOLINA, 2065 ",          ,                                                  ,JARDIM CANADA                 ,14024-210,RIBEIRAO PRETO                                              ,3543402.0
13005,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"MANHUACU, MG                                                ","RUA ANTONIO WELLERSON, 71               ",          ,                                                  ,CENTRO                        ,36900-000,MANHUACU                                                    ,3139409.0
13006,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"LAGOA DA PRATA, MG                                          ","AVENIDA BENEDITO VALADARES, 760         ",          ,                                                  ,CENTRO                        ,35590-000,LAGOA DA PRATA                                              ,3137205.0
13007,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME BEIRA MAR, URB. FLORIANOPOLIS, SC                     ",AVENIDA JORNALISTA RUBENS ARRUDA RAMOS  ,2746,PAVIMENTO SUPERIOR                                ,CENTRO                        ,88015-702,FLORIANOPOLIS                                               ,4205407.0
13008,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SENADOR CANEDO, GO                                          ","AV.  DOM EMANUEL, QUADRA 2, LOTES 17/18 ",          ,                                                  ,RESIDENCIAL ANUAR AUAD        ,75250-000,SENADOR CANEDO                                              ,5220454.0
13009,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME AV. SAO JOAO, URB SAO JOSE DOS CAMPOS, SP             ","AVENIDA SAO JOAO, 338                   ",          ,                                                  ,JARDIM ESPLANADA              ,12242-840,SAO JOSE DOS CAMPOS                                         ,3549904.0
13010,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"LAGOA SANTA, MG                                             ","PRACA DR. LUND, 205                     ",          ,                                                  ,CENTRO                        ,33400-000,LAGOA SANTA                                                 ,3137601.0
13011,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME PANAMBY, URB. SAO PAULO, SP                           ","RUA JOSE RAMON URTIZA, 975 - 14         ",          ,2 PAVIMENTO DO OPEN MALL                          ,VILA ANDRADE                  ,05717-270,SAO PAULO                                                   ,3550308.0
13012,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME BARAO GERALDO, URB. CAMPINAS, SP                      ","AVENIDA ALBINO JOSE DE OLIVEIRA, 1600   ",          ,                                                  ,BARAO GERALDO                 ,13084-008,CAMPINAS                                                    ,3509502.0
13013,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME GRANJA VIANA, URB. COTIA, SP                          ","RUA USHIMA KIRA, 87                     ",          ,                                                  ,GRANJA VIANA                  ,06709-048,COTIA                                                       ,3513009.0
13014,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SECRETARIA DA FAZENDA,URB.RIO DE JANEIRO, RJ                ",AVENIDA PRESIDENTE VARGAS               ,670,LOJA E SUBSOLO (PARTE)                            ,CENTRO                        ,20071-001,RIO DE JANEIRO                                              ,3304557.0
13015,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME AVENIDA DAS AMERICAS, URB. RIO DE JANEIRO, RJ         ","AVENIDA DAS AMERICAS, 3443, LOJA 104    ",          ,BLOCO 1                                           ,BARRA DA TIJUCA               ,22640-102,RIO DE JANEIRO                                              ,3304557.0
13016,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AVENIDA JOAQUIM TEOTONIO SEGURADO,URB.PALMAS, TO            ","AV. JOAQUIM TEOTONIO SEGURADO, QUADRA 40",          ,"CONJUNTO 1, LOTE 11                               ",PLANO DIRETOR SUL             ,77021-622,PALMAS                                                      ,1721000.0
13017,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BRAGANCA, PA                                                ","PRACA DA REPUBLICA, 33                  ",          ,                                                  ,CENTRO                        ,68600-000,BRAGANCA                                                    ,1501709.0
13018,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME PRESIDENTE ANTONIO CARLOS, URB. RIO DE JANEIRO, RJ    ","AV. PRESIDENTE ANTONIO CARLOS, 615/641  ",          ,PAVIMENTO SUPERIOR                                ,CENTRO                        ,00000-000,RIO DE JANEIRO                                              ,3304557.0
13019,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME MEIER, URB. RIO DE JANEIRO, RJ                        ","RUA PIRANGA, 5, LOJAS F, G, H           ",          ,                                                  ,MEIER                         ,20720-030,RIO DE JANEIRO                                              ,3304557.0
13020,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AVENIDA SAO JOAO,URB.SAO JOSE DOS CAMPOS, SP                ",AV.SAO JOAO                             ,352,                                                  ,JARDIM ESPLANADA              ,12242-840,SAO JOSE DOS CAMPOS                                         ,3549904.0
13021,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME IMPERADOR, URB. RECIFE, PE                            ","RUA IMPERADOR DOM PEDRO II, 494         ",          ,2 PAVIMENTO                                       ,SANTO ANTONIO                 ,50010-240,RECIFE                                                      ,2611606.0
13022,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"RIBEIRAO, PE                                                ","RUA JOAO CARDOSO AIRES, 565             ",          ,                                                  ,CENTRO                        ,55520-000,RIBEIRAO                                                    ,2611804.0
13023,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"RIO FORMOSO, PE                                             ","PCA.AGAMENON MAGALHAES, 39              ",          ,                                                  ,CENTRO                        ,55570-000,RIO FORMOSO                                                 ,2611903.0
13024,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"GUARATUBA, PR                                               ","AVENIDA VINTE E NOVE DE ABRIL, 218      ",          ,                                                  ,CENTRO                        ,83280-000,GUARATUBA                                                   ,4109609.0
13025,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"OURICURI, PE                                                ","RUA ANTONIO LINO FERREIRA LINS, 110     ",          ,                                                  ,CENTRO                        ,56200-000,OURICURI                                                    ,2609907.0
13026,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO JOSE DO EGITO, PE                                       ","RUA GOV. WALFREDO SIQUEIRA, 11          ",          ,                                                  ,CENTRO                        ,56700-000,SAO JOSE DO EGITO                                           ,2613602.0
13027,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SANTA MARIA DA BOA VISTA, PE                                ","RUA MARTINS JUNIOR, 510                 ",          ,                                                  ,CENTRO                        ,56380-000,SANTA MARIA DA BOA VISTA                                    ,2612604.0
13028,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PETROLANDIA, PE                                             ","AV.MANOEL BORBA, 141                    ",          ,                                                  ,CENTRO                        ,56460-000,PETROLANDIA                                                 ,2611002.0
13029,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"FLORESTA, PE                                                ","AV.SENADOR PAULO PESSOA, 58             ",          ,                                                  ,CENTRO                        ,56400-000,FLORESTA                                                    ,2605707.0
13030,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"LAJEDO, PE                                                  ","PRACA SANTO ANTONIO, 34                 ",          ,                                                  ,CENTRO                        ,55385-000,LAJEDO                                                      ,2608800.0
13031,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AGUAS BELAS, PE                                             ","PCA.DEP. AUDALIO TENORIO DE ALBUQUERQUE,",          ,24,CENTRO                        ,55340-000,AGUAS BELAS                                                 ,2600500.0
13032,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BOM CONSELHO, PE                                            ","PCA.JOAO PESSOA, 39                     ",          ,                                                  ,CENTRO                        ,55330-000,BOM CONSELHO                                                ,2602100.0
13033,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO BENTO DO UNA, PE                                        ","PRACA CONEGO JOAO RODRIGUES, 49         ",          ,                                                  ,CENTRO                        ,55370-000,SAO BENTO DO UNA                                            ,2613008.0
13034,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ESPIRITO SANTO DO TURVO, SP                                 ","RUA MARIA PERPETUA P. GONCALVES, 2-12   ",          ,                                                  ,CENTRO                        ,18935-000,ESPIRITO SANTO DO TURVO                                     ,3515194.0
13035,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PRIME UERJ URB. RIO DE JANEIRO, RJ                          ","RUA SAO FRANCISCO XAVIER, 524           ",          ,                                                  ,MARACANA                      ,20550-013,RIO DE JANEIRO                                              ,3304557.0
13036,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ASSEMBLEIA LEGISLATIVA,URB.SAO PAULO, SP                    ","AVENIDA PEDRO ALVARES CABRAL, 201       ",          ,                                                  ,PARQUE IBIRAPUERA             ,04094-050,SAO PAULO                                                   ,3550308.0
13037,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"AVENIDA DOUTOR JOSE RUFINO,URB.RECIFE, PE                   ",AV.DOUTOR JOSE RUFINO                   ,1380,                                                  ,AREIAS                        ,50900-660,RECIFE                                                      ,2611606.0
13038,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PLATAFORMA TOP TIER - RECIFE, PE                            ",AV ENGENHEIRO DOMINGOS FERREIRA         ,2589,SL 403 - 4º ANDAR                                 ,BOA VIAGEM                    ,51020-031,RECIFE                                                      ,2611606.0
13039,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BURITIS, RO                                                 ","RUA FOZ DO IGUACU, 1572                 ",          ,                                                  ,CENTRO                        ,76880-000,BURITIS                                                     ,1100452.0
13040,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PLATAFORMA TOP TIER - PORTO ALEGRE, RS                      ",RUA OLAVO BARRETO VIANA                 ,114,6 ANDAR                                           ,MOINHOS DE VENTO              ,90570-070,PORTO ALEGRE                                                ,4314902.0
13041,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BURI, SP                                                    ","RUA JOVINO MOREIRA ANTUNES, 42          ",          ,                                                  ,CENTRO                        ,18290-000,BURI                                                        ,3508009.0
13042,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO BERNARDO, MA                                            ","RUA BERNARDO LIMA, 1143                 ",          ,                                                  ,CENTRO                        ,65550-000,SAO BERNARDO                                                ,2110609.0
13043,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"TUTOIA, MA                                                  ",RUA CELSO FONSECA                       ,0,                                                  ,CENTRO                        ,65580-000,TUTOIA                                                      ,2112506.0
13044,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"PREFEITURA MUNICIPAL DO RECIFE - URB. RECIFE, PE            ",AV CAIS DO APOLO                        ,925,                                                  ,RECIFE                        ,50030-230,RECIFE                                                      ,2611606.0
13045,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"TIJUCAS DO SUL, PR                                          ","RUA PRESIDENTE MEDICI, 167              ",          ,                                                  ,CENTRO                        ,83190-000,TIJUCAS DO SUL                                              ,4127601.0
13046,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"CANDOI, PR                                                  ","RUA MANOEL LOPES DE OLIVEIRA, 2379      ",          ,                                                  ,CENTRO                        ,85140-000,CANDOI                                                      ,4104428.0
13047,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SANTA LUZIA, PB                                             ","RUA ABDON NOBREGA, 56                   ",          ,                                                  ,CENTRO                        ,58600-000,SANTA LUZIA                                                 ,2513406.0
13048,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"MANOEL RIBAS, PR                                            ","RUA SETE DE SETEMBRO, 1445              ",          ,                                                  ,CENTRO                        ,85260-000,MANOEL RIBAS                                                ,4114500.0
13049,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"UNIAO DOS PALMARES, AL                                      ","RUA CORONEL JOSE BEZERRA MONTENEGRO, 95 ",          ,                                                  ,CENTRO                        ,57800-000,UNIAO DOS PALMARES                                          ,2709301.0
13050,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"RIO BRANCO DO SUL, PR                                       ",RUA CEL CARLOS PIOLI                    ,207,                                                  ,CENTRO                        ,83540-000,RIO BRANCO DO SUL                                           ,4122206.0
13051,BANCO BRADESCO S.A.                                                                                                                                                                                     ,POMBAL - PB                                                 ,RUA TENENTE AURÉLIO CAVALCANTE          ,86,                                                  ,CENTRO                        ,58840-000,POMBAL                                                      ,2512101.0
13052,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"CUITE, PB                                                   ",R PRESIDENTE EPITACIO DA SILVA PESSOA   ,42,                                                  ,CENTRO                        ,58175-000,CUITE                                                       ,2505105.0
13053,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"BURITIZEIRO, MG                                             ","AV.MANOEL JOAQUIM DE MELO, 305          ",          ,                                                  ,BURITIZEIRO                   ,39280-000,BURITIZEIRO                                                 ,3109402.0
13054,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO JOSE DA TAPERA, AL                                      ","RUA PADRE SOARES PINTO, 65              ",          ,                                                  ,CENTRO                        ,57445-000,SAO JOSE DA TAPERA                                          ,2708402.0
13055,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ARAGUATINS, TO                                              ","RUA SIQUEIRA CAMPOS, 416                ",          ,                                                  ,CENTRO                        ,77000-950,ARAGUATINS                                                  ,1702208.0
13056,BANCO BRADESCO S.A.                                                                                                                                                                                     ,AUGUSTINOPOLIS  TO                                          ,RUA TIRADENTES                          ,2-A       ,CENTRO                                            ,CENTRO                        ,77960-000,AUGUSTINOPOLIS                                              ,1702554.0
13057,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"TOCANTINOPOLIS, TO                                          ","PRACA DARCY MARINHO, 78                 ",          ,                                                  ,CENTRO                        ,77900-000,TOCANTINOPOLIS                                              ,1721208.0
13058,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SOLANEA, PB                                                 ",R GOV JOAO FERNANDES DE LIMA            ,88,                                                  ,CENTRO                        ,58225-000,SOLANEA                                                     ,2516003.0
13059,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ALAGOA GRANDE, PB                                           ",R DR. FRANCISCO MONTENEGRO              ,          ,480 E 486                                         ,CENTRO                        ,58388-000,ALAGOA GRANDE                                               ,2500304.0
13060,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SANTANA DO IPANEMA, AL                                      ","RUA CORONEL LUCENA MARANHAO, 204        ",          ,                                                  ,CENTRO                        ,57500-000,SANTANA DO IPANEMA                                          ,2708006.0
13061,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO LUIS DO QUITUNDE, AL                                    ","PRACA RODOLFO LINS, 79                  ",          ,                                                  ,CENTRO                        ,57920-000,SAO LUIS DO QUITUNDE                                        ,2708501.0
13062,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"MARECHAL DEODORO, AL                                        ","RUA BARAO DE ALAGOAS, 23                ",          ,                                                  ,CENTRO                        ,57160-000,MARECHAL DEODORO                                            ,2704708.0
13063,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"ATALAIA, AL                                                 ",RUA PEDRO PEDREIRA ACIOLI               ,          ,LOTEAMENTO SANTA INEZ                             ,JOSE PAULINO                  ,57690-000,ATALAIA                                                     ,2700409.0
13064,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"SAO GERALDO DO ARAGUAIA, PA                                 ","AVENIDA ANANIAS COSTA, 421              ",          ,                                                  ,CENTRO                        ,68570-970,SAO GERALDO DO ARAGUAIA                                     ,1507458.0
13065,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"CURIONOPOLIS, PA                                            ",AV PERNAMBUCO                           ,153,QD 72 - LT 15                                     ,CENTRO                        ,68523-000,CURIONOPOLIS                                                ,1502772.0
13066,BANCO BRADESCO S.A.                                                                                                                                                                                     ,TRES BARRAS DO PARANA                                       ,"AVENIDA BRASIL, 228                     ",          ,                                                  ,CENTRO                        ,85485-000,TRES BARRAS DO PARANA                                       ,4127858.0
13067,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"NOVA ALVORADA DO SUL, MS                                    ","AV.AIRES FRANCISCO DE LIMA, 63          ",          ,                                                  ,CENTRO                        ,79140-000,NOVA ALVORADA DO SUL                                        ,5006002.0
13068,BANCO BRADESCO S.A.                                                                                                                                                                                     ,"TRINDADE, PE                                                ","RUA PRESIDENTE DUTRA, 100               ",          ,                                                  ,CENTRO                        ,56250-000,TRINDADE                                                    ,2615607.0
